ID;Noun;Gender;Year;Artist
9;Streit;['Masc'];2022;Die Toten Hosen
9;dichEmbed;['Masc'];2022;Die Toten Hosen
10;Songtext;['Masc'];2022;Die Toten Hosen
10;Kamikaze;['Fem'];2022;Die Toten Hosen
10;Strophe;['Fem'];2022;Die Toten Hosen
10;wahr;['Neut'];2022;Die Toten Hosen
10;Anfang;['Masc'];2022;Die Toten Hosen
10;Wahl;['Fem'];2022;Die Toten Hosen
10;Zweifel;['Masc'];2022;Die Toten Hosen
10;Puzzleteile;['Neut'];2022;Die Toten Hosen
10;Sternenbild;['Neut'];2022;Die Toten Hosen
10;Gott;['Masc'];2022;Die Toten Hosen
10;Absturz;['Masc'];2022;Die Toten Hosen
10;Himmel;['Masc'];2022;Die Toten Hosen
10;Refrain;['Masc'];2022;Die Toten Hosen
10;riskier'n;['Neut'];2022;Die Toten Hosen
10;Strophe;['Masc'];2022;Die Toten Hosen
10;Sprachen;['Fem'];2022;Die Toten Hosen
10;Nachglanz;['Fem'];2022;Die Toten Hosen
10;Vergangenheit;['Fem'];2022;Die Toten Hosen
10;Können;['Neut'];2022;Die Toten Hosen
10;Plan;['Masc'];2022;Die Toten Hosen
10;Geh'n;['Neut'];2022;Die Toten Hosen
10;Straßen;['Fem'];2022;Die Toten Hosen
10;Leuchten;['Neut'];2022;Die Toten Hosen
10;Verglüh'n;['Masc'];2022;Die Toten Hosen
10;Stürzen;['Masc'];2022;Die Toten Hosen
10;Welt;['Fem'];2022;Die Toten Hosen
10;Refrain;['Masc'];2022;Die Toten Hosen
10;riskier'n;['Neut'];2022;Die Toten Hosen
10;Abgrund;['Masc'];2022;Die Toten Hosen
10;Glück;['Neut'];2022;Die Toten Hosen
10;Refrain;['Masc'];2022;Die Toten Hosen
10;riskier'n;['Neut'];2022;Die Toten Hosen
10;Kamikaze;['Fem'];2022;Die Toten Hosen
10;explodiertEmbed;['Masc'];2022;Die Toten Hosen
11;ContributorsWillkommen;['Masc'];2022;Die Toten Hosen
11;Aufnahme;['Fem'];2022;Die Toten Hosen
11;Songtext;['Masc'];2022;Die Toten Hosen
11;Aufnahme;['Fem'];2022;Die Toten Hosen
11;Strophe;['Fem'];2022;Die Toten Hosen
11;Land;['Neut'];2022;Die Toten Hosen
11;Wort;['Neut'];2022;Die Toten Hosen
11;Feindlich;['Masc'];2022;Die Toten Hosen
11;Besucher;['Masc'];2022;Die Toten Hosen
11;Oh-oh-oh-oh;['Fem'];2022;Die Toten Hosen
11;Zuhaus;['Neut'];2022;Die Toten Hosen
11;Zufall;['Masc'];2022;Die Toten Hosen
11;Mensch;['Masc'];2022;Die Toten Hosen
11;Land;['Neut'];2022;Die Toten Hosen
11;Angst;['Fem'];2022;Die Toten Hosen
11;Hass;['Masc'];2022;Die Toten Hosen
11;Fremde;['Masc'];2022;Die Toten Hosen
11;Schwachsinn;['Masc'];2022;Die Toten Hosen
11;Refrain;['Masc'];2022;Die Toten Hosen
11;Land;['Neut'];2022;Die Toten Hosen
11;Land;['Neut'];2022;Die Toten Hosen
11;Augen;['Neut'];2022;Die Toten Hosen
11;Strophe;['Fem'];2022;Die Toten Hosen
11;Land;['Neut'];2022;Die Toten Hosen
11;Nazis;['Masc'];2022;Die Toten Hosen
11;Straße;['Fem'];2022;Die Toten Hosen
11;Welt;['Fem'];2022;Die Toten Hosen
11;Deutschen;[];2022;Die Toten Hosen
11;Deutschen;[];2022;Die Toten Hosen
11;Provokation;['Fem'];2022;Die Toten Hosen
11;Ausländer;['Masc'];2022;Die Toten Hosen
11;Problem;['Neut'];2022;Die Toten Hosen
11;Lust;['Fem'];2022;Die Toten Hosen
11;Hab;['Masc'];2022;Die Toten Hosen
